,name,gender,Name Rank,age,surgency_score,agreeableness_score,conscientiousness_score,emotional_stability_score,intellect_score,Daily New Cases Day 4,Time Step,Response,Run Number
72031,Grace,0,0.8899999999999999,18,0,1,1,0,0,0.0,1,0,4
72032,Geoffrey,1,0.2699999999999999,40,0,0,0,0,1,0.0,1,0,4
72033,Marcelo,1,0.6529999999999999,47,1,1,1,1,0,0.0,1,0,4
72034,Angie,0,0.9089999999999999,28,1,1,1,1,0,0.0,1,0,4
72035,Anderson,1,0.4079999999999999,31,0,1,1,0,0,0.0,1,0,4
72036,Jorge,1,0.9839999999999999,54,0,0,1,1,0,0.0,1,0,4
72037,Christy,0,0.7299999999999999,43,0,1,0,0,0,0.0,1,0,4
72038,Fermin,1,0.34399999999999986,61,0,0,0,0,0,0.0,1,0,4
72039,Maura,0,0.2899999999999999,58,1,0,0,1,0,0.0,1,0,4
72040,Jade,0,0.6159999999999999,41,0,1,0,1,0,0.0,1,0,4
72041,Lexi,0,0.5659999999999998,63,0,1,0,0,1,0.0,1,0,4
72042,Roland,1,0.5459999999999998,37,0,0,1,1,1,0.0,1,0,4
72043,Debora,0,0.0029999999999998916,36,1,1,0,0,0,0.0,1,0,4
72044,Felicia,0,0.6849999999999998,58,1,1,1,0,0,0.0,1,0,4
72045,Jazmine,0,0.2669999999999999,57,1,0,1,1,0,0.0,1,0,4
72046,Sadie,0,0.19699999999999984,62,0,0,1,1,1,0.0,1,0,4
72047,Louise,0,0.5469999999999999,64,0,1,0,1,1,0.0,1,0,4
72048,Karina,0,0.8649999999999999,52,1,1,1,0,0,0.0,1,0,4
72049,Gail,0,0.7279999999999999,48,0,0,1,0,0,0.0,1,0,4
72050,Xiomara,0,0.46499999999999986,30,1,1,0,1,0,0.0,1,0,4
72051,Fiona,0,0.17299999999999993,55,0,0,0,0,1,0.0,1,0,4
72052,Wendell,1,0.07399999999999984,56,0,1,0,0,1,0.0,1,0,4
72053,Dusty,1,0.10299999999999987,65,1,0,1,1,1,0.0,1,0,4
72054,Jess,0,0.7149999999999999,21,1,0,0,0,1,0.0,1,0,4
72055,Dayana,0,0.30599999999999994,60,0,0,1,0,0,0.0,1,0,4
72056,Evelyn,0,0.8729999999999999,19,1,1,1,0,0,0.0,1,0,4
72057,Bobbie,0,0.3759999999999999,21,1,1,0,0,0,0.0,1,0,4
72058,Pedro,1,0.9509999999999998,52,1,1,1,1,1,0.0,1,0,4
72059,Joseluis,1,0.30599999999999994,31,0,1,1,1,0,0.0,1,0,4
72060,Angelina,0,0.6519999999999999,39,0,0,1,1,0,0.0,1,0,4
72061,Rich,1,0.7589999999999999,31,0,0,0,0,0,0.0,1,0,4
72062,Todd,1,0.8339999999999999,41,1,0,1,1,0,0.0,1,0,4
72063,Ruby,0,0.7399999999999999,52,1,1,1,1,1,0.0,1,0,4
72064,Shan,1,0.010999999999999899,37,1,0,0,0,0,0.0,1,0,4
72065,Tess,0,0.1479999999999999,38,0,0,0,1,0,0.0,1,0,4
72066,Gabino,1,0.16399999999999992,58,1,1,1,0,0,0.0,1,0,4
72067,Dora,0,0.7219999999999999,62,1,0,1,1,1,0.0,1,0,4
72068,Ivy,0,0.3809999999999999,18,1,0,1,1,0,0.0,1,0,4
72069,Ally,0,0.47799999999999987,34,0,0,1,0,0,0.0,1,0,4
72070,Giovanni,1,0.6269999999999999,61,1,0,0,1,1,0.0,1,0,4
72071,Jen,0,0.8069999999999999,20,1,1,1,1,0,0.0,1,0,4
72072,Perla,0,0.5999999999999999,54,0,0,0,1,0,0.0,1,0,4
72073,Cassandra,0,0.706,38,0,0,0,1,1,0.0,1,0,4
72074,Noelle,0,0.1329999999999999,36,1,0,1,0,1,0.0,1,0,4
72075,Summer,0,0.5109999999999999,44,1,1,1,1,1,0.0,1,0,4
72076,Byron,1,0.6409999999999999,39,1,0,0,1,0,0.0,1,0,4
72077,Jb,1,0.02199999999999991,28,0,1,1,0,0,0.0,1,0,4
72078,Jessy,0,0.34599999999999986,36,0,1,0,1,1,0.0,1,0,4
72079,Curt,1,0.31699999999999984,30,0,1,1,0,0,0.0,1,0,4
72080,Janine,0,0.30799999999999994,36,0,1,1,1,1,0.0,1,0,4
72081,Emerson,1,0.1459999999999999,58,0,0,0,0,1,0.0,1,0,4
72082,Randi,0,0.21599999999999986,50,0,1,1,0,1,0.0,1,0,4
72083,Giovanna,0,0.09099999999999986,29,0,1,1,0,0,0.0,1,0,4
72084,Natalia,0,0.7499999999999999,40,1,1,1,1,0,0.0,1,0,4
72085,Arnulfo,1,0.3699999999999999,63,0,1,1,0,0,0.0,1,0,4
72086,Quentin,1,0.21499999999999986,56,1,0,1,0,1,0.0,1,0,4
72087,Arlene,0,0.5799999999999998,19,1,1,0,0,0,0.0,1,0,4
72088,Elder,1,0.08599999999999985,47,0,0,0,1,1,0.0,1,0,4
72089,Braulio,1,0.19199999999999984,53,1,1,1,0,0,0.0,1,0,4
72090,Marian,0,0.43099999999999994,41,1,1,1,0,1,0.0,1,0,4
72091,Ivan,1,0.8789999999999999,47,0,1,1,0,0,0.0,1,0,4
72092,Nubia,0,0.014999999999999902,27,0,0,1,1,1,0.0,1,0,4
72093,Marisa,0,0.6019999999999999,22,0,1,0,0,1,0.0,1,0,4
72094,Karen,0,0.9879999999999999,45,1,0,1,1,1,0.0,1,0,4
72095,Carlton,1,0.19899999999999984,51,0,1,0,0,0,0.0,1,0,4
72096,Yajaira,0,0.02499999999999991,53,0,0,1,1,1,0.0,1,0,4
72097,Irma,0,0.8549999999999999,51,1,0,0,1,0,0.0,1,0,4
72098,Darius,1,0.4899999999999999,62,0,0,1,0,0,0.0,1,0,4
72099,Everett,1,0.03699999999999992,34,1,1,1,0,0,0.0,1,0,4
72100,Ida,0,0.17399999999999993,59,1,1,0,0,0,0.0,1,0,4
72101,Cathy,0,0.8579999999999999,27,0,1,0,0,0,0.0,1,0,4
72102,Jesús,1,0.569,33,1,1,0,1,0,0.0,1,0,4
72103,Ursula,0,0.04299999999999993,52,0,0,1,1,0,0.0,1,0,4
72104,Tony,1,0.9649999999999999,22,0,1,0,0,1,0.0,1,0,4
72105,Kc,1,0.20599999999999985,20,1,0,1,1,1,0.0,1,0,4
72106,Gonzalez,1,0.04699999999999993,40,0,1,1,0,1,0.0,1,0,4
72107,Traci,0,0.3899999999999999,20,0,0,0,0,1,0.0,1,0,4
72108,Miranda,0,0.6839999999999999,22,0,1,0,0,1,0.0,1,0,4
72109,Lucky,1,0.16199999999999992,54,1,0,0,0,0,0.0,1,0,4
72110,Matthew,1,0.9599999999999999,34,1,1,1,1,0,0.0,1,0,4
72111,Fernanda,0,0.5759999999999998,64,1,1,1,1,0,0.0,1,0,4
72112,Peggy,0,0.7539999999999999,28,0,1,0,1,0,0.0,1,0,4
72113,Laila,0,0.11499999999999988,34,1,0,0,1,0,0.0,1,0,4
72114,Reginald,1,0.5369999999999999,44,0,1,0,0,1,0.0,1,0,4
72115,Ram,1,0.3579999999999999,54,0,0,1,0,0,0.0,1,0,4
72116,Svetlana,0,0.16199999999999992,44,0,1,0,1,0,0.0,1,0,4
72117,Norberto,1,0.2749999999999999,38,1,0,1,0,1,0.0,1,0,4
72118,Carl,1,0.7839999999999999,44,1,0,0,1,0,0.0,1,0,4
72119,Elvia,0,0.5549999999999999,18,1,1,1,1,1,0.0,1,0,4
72120,Elva,0,0.30399999999999994,54,1,1,1,1,1,0.0,1,0,4
72121,Wilber,1,0.05699999999999994,25,1,0,1,0,1,0.0,1,0,4
72122,Destiny,0,0.69,56,1,1,1,0,1,0.0,1,0,4
72123,Marvin,1,0.7979999999999998,45,1,0,1,1,1,0.0,1,0,4
72124,Chance,1,0.3599999999999999,55,0,1,1,0,1,0.0,1,0,4
72125,Geraldine,0,0.2859999999999999,26,0,0,0,1,1,0.0,1,0,4
72126,Conrad,1,0.08899999999999986,45,1,0,1,1,0,0.0,1,0,4
72127,Pablo,1,0.8739999999999999,46,1,0,1,0,1,0.0,1,0,4
72128,Zack,1,0.69,35,1,1,1,1,1,0.0,1,0,4
72129,Violeta,0,0.2509999999999999,21,1,1,1,0,1,0.0,1,0,4
72130,Alberto,1,0.8989999999999999,19,1,1,0,1,1,0.0,1,0,4
72131,Marlon,1,0.6769999999999998,27,1,0,1,0,0,0.0,1,0,4
72132,Mauro,1,0.4829999999999999,18,0,1,1,0,0,0.0,1,0,4
72133,Victor,1,0.9709999999999999,18,1,1,1,1,0,0.0,1,0,4
72134,Priya,0,0.34699999999999986,40,1,0,0,1,0,0.0,1,0,4
72135,Briana,0,0.6399999999999999,34,1,1,0,1,0,0.0,1,0,4
72136,Sonia,0,0.9259999999999999,65,1,0,1,0,1,0.0,1,0,4
72137,Rosa,0,0.9759999999999999,44,0,1,1,0,0,0.0,1,0,4
72138,Philip,1,0.7419999999999999,35,0,0,1,1,0,0.0,1,0,4
72139,Marisela,0,0.5189999999999999,37,0,0,0,0,1,0.0,1,0,4
72140,Dustin,1,0.7659999999999999,30,0,0,1,1,1,0.0,1,0,4
72141,Doris,0,0.7619999999999999,19,1,0,0,1,0,0.0,1,0,4
72142,Wally,1,0.10499999999999987,22,0,1,0,1,0,0.0,1,0,4
72143,Lola,0,0.6269999999999999,40,0,1,1,0,0,0.0,1,0,4
72144,Chanel,0,0.1379999999999999,56,1,1,1,0,0,0.0,1,0,4
72145,Eugenio,1,0.32599999999999985,45,0,1,1,1,1,0.0,1,0,4
72146,Trent,1,0.5019999999999999,38,0,1,1,1,1,0.0,1,0,4
72147,Bert,1,0.19699999999999984,39,0,1,0,1,0,0.0,1,0,4
72148,Mirian,0,0.2759999999999999,21,0,1,0,0,0,0.0,1,0,4
72149,Leonardo,1,0.7529999999999999,28,0,1,1,1,1,0.0,1,0,4
72150,Tracie,0,0.1299999999999999,42,0,0,0,1,1,0.0,1,0,4
72151,Talia,0,0.07199999999999984,58,1,1,1,1,1,0.0,1,0,4
72152,Collin,1,0.5079999999999999,52,1,0,1,1,1,0.0,1,0,4
72153,Christine,0,0.942,32,1,1,0,1,0,0.0,1,0,4
72154,Roxy,0,0.19199999999999984,44,1,0,0,1,0,0.0,1,0,4
72155,Meagan,0,0.33399999999999985,42,0,1,1,1,0,0.0,1,0,4
72156,Tara,0,0.817,20,1,0,1,1,0,0.0,1,0,4
72157,Rebecca,0,0.9439999999999998,22,1,0,1,1,0,0.0,1,0,4
72158,Jesse,1,0.8959999999999999,45,1,0,0,0,1,0.0,1,0,4
72159,Rachael,0,0.6219999999999999,29,1,0,1,1,0,0.0,1,0,4
72160,Vince,1,0.573,22,1,0,1,1,1,0.0,1,0,4
72161,Makayla,0,0.2889999999999999,27,0,1,1,0,1,0.0,1,0,4
72162,Cassidy,0,0.2849999999999999,39,0,0,0,1,1,0.0,1,0,4
72163,Alec,1,0.5759999999999998,38,1,0,1,1,1,0.0,1,0,4
72164,Josue,1,0.7789999999999999,41,1,1,0,0,1,0.0,1,0,4
72165,Kendall,1,0.5409999999999999,56,1,0,0,1,0,0.0,1,0,4
72166,Minerva,0,0.4179999999999999,30,0,1,0,1,1,0.0,1,0,4
72167,Deanna,0,0.6619999999999999,30,0,0,0,1,0,0.0,1,0,4
72168,Gerald,1,0.6849999999999998,18,0,0,0,1,0,0.0,1,0,4
72169,Nancy,0,0.9829999999999999,30,0,1,0,0,0,0.0,1,0,4
72170,Karan,1,0.09999999999999987,38,0,1,1,1,0,0.0,1,0,4
72171,Anibal,1,0.4019999999999999,47,0,0,1,1,1,0.0,1,0,4
72172,Eloisa,0,0.04499999999999993,54,1,0,1,0,0,0.0,1,0,4
72173,Dalia,0,0.45699999999999985,23,0,0,1,1,0,0.0,1,0,4
72174,Yan,1,0.09099999999999986,19,0,0,1,1,0,0.0,1,0,4
72175,Stephen,1,0.9029999999999999,47,1,1,0,0,1,0.0,1,0,4
72176,Donna,0,0.9479999999999998,59,1,1,0,0,0,0.0,1,0,4
72177,Colin,1,0.6809999999999998,23,0,1,1,0,1,0.0,1,0,4
72178,Tucker,1,0.0119999999999999,57,0,1,0,1,1,0.0,1,0,4
72179,Wyatt,1,0.43699999999999994,21,1,1,0,1,0,0.0,1,0,4
72180,Tj,1,0.6339999999999999,36,0,0,1,1,1,0.0,1,0,4
72181,Bernie,0,0.17199999999999993,34,1,1,1,1,1,0.0,1,0,4
72182,Alonso,1,0.5779999999999998,33,1,1,1,0,1,0.0,1,0,4
72183,Noelia,0,0.12399999999999989,54,0,0,0,0,1,0.0,1,0,4
72184,Catherine,0,0.8509999999999999,64,0,1,1,1,0,0.0,1,0,4
72185,Jake,1,0.8889999999999999,57,0,1,1,0,0,0.0,1,0,4
72186,Misael,1,0.5569999999999999,65,1,1,1,1,1,0.0,1,0,4
72187,Maricruz,0,0.013999999999999901,42,1,0,0,0,0,0.0,1,0,4
72188,Ronny,1,0.19499999999999984,49,0,0,0,1,0,0.0,1,0,4
72189,Sol,0,0.31099999999999994,20,1,1,1,1,1,0.0,1,0,4
72190,Ira,0,0.04699999999999993,53,1,0,1,0,0,0.0,1,0,4
72191,Lionel,1,0.2559999999999999,34,1,0,0,1,0,0.0,1,0,4
72192,Gabi,0,0.11799999999999988,31,0,0,1,1,0,0.0,1,0,4
72193,Austin,1,0.8819999999999999,22,1,0,0,0,0,0.0,1,0,4
72194,Isidro,1,0.577,20,1,0,1,1,0,0.0,1,0,4
72195,Rashad,1,0.009999999999999898,49,1,0,1,1,1,0.0,1,0,4
72196,Leslie,0,0.9149999999999999,52,1,1,1,0,1,0.0,1,0,4
72197,Larry,1,0.8979999999999999,55,1,1,1,0,1,0.0,1,0,4
72198,Judith,0,0.7979999999999998,34,0,0,0,1,1,0.0,1,0,4
72199,Gio,1,0.34699999999999986,22,0,0,0,1,0,0.0,1,0,4
72200,Gaspar,1,0.08499999999999985,49,1,1,0,1,1,0.0,1,0,4
72201,Flavio,1,0.18199999999999994,31,0,0,1,0,0,0.0,1,0,4
72202,Susana,0,0.7479999999999999,19,0,0,1,1,1,0.0,1,0,4
72203,Eva,0,0.8589999999999999,46,1,0,0,1,1,0.0,1,0,4
72204,Flor,0,0.7239999999999999,59,1,1,1,0,1,0.0,1,0,4
72205,Ty,1,0.6659999999999999,65,1,0,0,1,0,0.0,1,0,4
72206,Gage,1,0.23199999999999987,33,0,1,0,1,1,0.0,1,0,4
72207,Erwin,1,0.07799999999999985,43,0,1,1,1,1,0.0,1,0,4
72208,Jenn,0,0.6129999999999999,33,1,1,1,1,0,0.0,1,0,4
72209,Gary,1,0.9079999999999999,45,1,1,1,1,0,0.0,1,0,4
72210,Amado,1,0.17999999999999994,20,0,1,1,1,0,0.0,1,0,4
72211,Lucy,0,0.8879999999999999,42,1,0,1,0,0,0.0,1,0,4
72212,Edy,1,0.16499999999999992,53,1,0,1,0,1,0.0,1,0,4
72213,Johana,0,0.2799999999999999,23,1,0,0,0,0,0.0,1,0,4
72214,Johnson,1,0.09899999999999987,20,1,0,0,1,0,0.0,1,0,4
72215,Rohan,1,0.34299999999999986,50,1,0,1,0,0,0.0,1,0,4
72216,Consuelo,0,0.4959999999999999,40,1,1,1,0,1,0.0,1,0,4
72217,Ashton,1,0.4109999999999999,30,1,0,0,0,1,0.0,1,0,4
72218,Shannon,0,0.9139999999999999,59,0,1,1,1,1,0.0,1,0,4
72219,Sterling,1,0.03499999999999992,32,0,1,1,1,1,0.0,1,0,4
72220,Magda,0,0.41899999999999993,50,0,1,1,0,0,0.0,1,0,4
72221,Kirk,1,0.5699999999999998,36,1,0,0,1,1,0.0,1,0,4
72222,Steph,0,0.42699999999999994,61,0,1,0,0,0,0.0,1,0,4
72223,Zane,1,0.15699999999999992,34,0,1,0,0,0,0.0,1,0,4
72224,Amina,0,0.18499999999999994,29,0,0,0,1,0,0.0,1,0,4
72225,Kristy,0,0.5679999999999998,59,1,0,1,1,0,0.0,1,0,4
72226,Randy,1,0.8679999999999999,39,1,1,0,1,1,0.0,1,0,4
72227,Asha,0,0.18399999999999994,54,0,0,1,0,1,0.0,1,0,4
72228,Charly,1,0.30899999999999994,24,0,0,1,0,0,0.0,1,0,4
72229,Mitchell,1,0.6329999999999999,36,0,0,1,1,0,0.0,1,0,4
72230,Benny,1,0.589,47,1,1,1,0,0,0.0,1,0,4
72231,Yanet,0,0.29799999999999993,59,1,0,1,1,1,0.0,1,0,4
72232,Bridget,0,0.6119999999999999,54,1,1,0,0,0,0.0,1,0,4
72233,Osman,1,0.32299999999999984,36,0,1,1,0,0,0.0,1,0,4
72234,Clayton,1,0.5429999999999999,61,0,1,0,0,1,0.0,1,0,4
72235,Nelson,1,0.8119999999999998,29,1,0,0,0,0,0.0,1,0,4
72236,Bree,0,0.19599999999999984,40,1,1,0,0,1,0.0,1,0,4
72237,Chandra,1,0.2849999999999999,18,0,0,0,1,0,0.0,1,0,4
72238,Pretty,0,0.1419999999999999,38,0,1,0,1,0,0.0,1,0,4
72239,Tariq,1,0.10099999999999987,64,1,1,0,0,1,0.0,1,0,4
72240,Jeanette,0,0.6569999999999999,44,1,1,1,1,1,0.0,1,0,4
72241,Sarita,0,0.008999999999999897,57,1,1,0,0,1,0.0,1,0,4
72242,Aaron,1,0.9369999999999998,61,0,1,0,0,1,0.0,1,0,4
72243,Rosendo,1,0.19999999999999984,52,1,0,0,1,0,0.0,1,0,4
72244,Gregorio,1,0.5579999999999998,19,1,1,0,1,1,0.0,1,0,4
72245,Evan,1,0.7829999999999999,24,0,1,0,0,1,0.0,1,0,4
72246,Shane,1,0.7949999999999999,19,1,1,0,1,1,0.0,1,0,4
72247,Russ,1,0.46499999999999986,28,1,1,0,1,0,0.0,1,0,4
72248,Arely,0,0.23299999999999987,59,1,0,1,1,1,0.0,1,0,4
72249,Jenni,0,0.31899999999999984,61,0,1,1,1,1,0.0,1,0,4
72250,Christian,1,0.9239999999999999,26,0,1,0,1,0,0.0,1,0,4
72251,Mariam,0,0.46399999999999986,56,0,0,0,0,0,0.0,1,0,4
72252,Andres,1,0.8799999999999999,61,0,0,1,0,0,0.0,1,0,4
72253,Ash,1,0.4089999999999999,63,0,0,0,1,1,0.0,1,0,4
72254,Samuel,1,0.8949999999999999,50,0,0,1,1,0,0.0,1,0,4
72255,Don,1,0.8529999999999999,37,0,0,1,0,0,0.0,1,0,4
72256,Ross,1,0.6289999999999999,58,0,0,1,1,1,0.0,1,0,4
72257,Carly,0,0.5519999999999998,51,1,0,1,1,1,0.0,1,0,4
72258,Brianna,0,0.8179999999999998,54,0,0,0,0,1,0.0,1,0,4
72259,Rusty,1,0.31999999999999984,55,1,0,1,0,0,0.0,1,0,4
72260,Renata,0,0.2469999999999999,45,1,1,0,0,0,0.0,1,0,4
72261,Parker,1,0.47799999999999987,37,1,0,1,0,0,0.0,1,0,4
72262,Earl,1,0.5659999999999998,62,1,0,1,1,1,0.0,1,0,4
72263,Denisse,0,0.16599999999999993,26,1,1,0,0,0,0.0,1,0,4
72264,Spencer,1,0.6829999999999998,61,0,1,0,0,0,0.0,1,0,4
72265,Manish,1,0.12299999999999989,43,0,1,0,1,0,0.0,1,0,4
72266,Roman,1,0.6779999999999999,20,1,0,1,0,1,0.0,1,0,4
72267,Larissa,0,0.2569999999999999,26,1,1,1,0,0,0.0,1,0,4
72268,Gillian,0,0.05799999999999994,60,0,0,1,1,0,0.0,1,0,4
72269,Sai,1,0.17199999999999993,27,0,1,1,0,1,0.0,1,0,4
72270,Shelia,0,0.04999999999999993,25,1,0,0,1,0,0.0,1,0,4
72271,Julie,0,0.9669999999999999,36,1,1,1,1,0,0.0,1,0,4
72272,Tiana,0,0.05499999999999994,49,1,1,0,0,0,0.0,1,0,4
72273,Stacey,0,0.7939999999999999,28,0,1,0,0,1,0.0,1,0,4
72274,Anahi,0,0.20399999999999985,47,0,1,0,0,0,0.0,1,0,4
72275,Darian,1,0.016999999999999904,36,0,0,0,0,1,0.0,1,0,4
72276,Wilmer,1,0.5229999999999999,45,0,1,0,0,0,0.0,1,0,4
72277,Lizette,0,0.026999999999999913,36,1,0,1,1,1,0.0,1,0,4
72278,Cat,0,0.24599999999999989,55,1,0,0,1,1,0.0,1,0,4
72279,Omar,1,0.9149999999999999,38,1,1,0,1,0,0.0,1,0,4
72280,Milton,1,0.6469999999999999,31,1,1,0,0,1,0.0,1,0,4
72281,Christie,0,0.44699999999999984,50,0,1,1,1,1,0.0,1,0,4
72282,Cristal,0,0.2629999999999999,43,0,1,0,1,1,0.0,1,0,4
72283,Robyn,0,0.5299999999999999,55,1,0,0,0,0,0.0,1,0,4
72284,Maricela,0,0.696,62,1,1,1,1,1,0.0,1,0,4
72285,Kelsey,0,0.7709999999999999,44,1,1,1,1,1,0.0,1,0,4
72286,Jaden,1,0.35599999999999987,53,0,0,0,1,0,0.0,1,0,4
72287,Celeste,0,0.585,27,0,0,1,0,1,0.0,1,0,4
72288,Val,0,0.3589999999999999,36,0,0,1,1,0,0.0,1,0,4
72289,Jacky,1,0.42199999999999993,43,1,0,0,0,0,0.0,1,0,4
72290,Shawn,1,0.8759999999999999,21,0,0,0,1,0,0.0,1,0,4
72291,Desmond,1,0.32099999999999984,20,1,1,0,1,0,0.0,1,0,4
72292,Chelsea,0,0.7989999999999999,61,1,1,0,0,1,0.0,1,0,4
72293,Arielle,0,0.08299999999999985,37,0,1,1,1,1,0.0,1,0,4
72294,Nia,0,0.09599999999999986,22,0,0,1,0,0,0.0,1,0,4
72295,Rick,1,0.8909999999999999,24,0,0,1,0,0,0.0,1,0,4
72296,Kaitlyn,0,0.6369999999999999,57,0,1,1,0,0,0.0,1,0,4
72297,Haydee,0,0.15399999999999991,35,1,1,0,0,0,0.0,1,0,4
72298,Mariel,0,0.03699999999999992,24,0,0,0,0,0,0.0,1,0,4
72299,Patsy,0,0.2739999999999999,29,1,1,0,1,1,0.0,1,0,4
72300,Sheldon,1,0.2769999999999999,46,0,1,1,0,1,0.0,1,0,4
72301,Nikki,0,0.821,54,0,1,1,1,1,0.0,1,0,4
72302,Kiki,0,0.2519999999999999,20,1,0,0,1,1,0.0,1,0,4
72303,Thelma,0,0.33999999999999986,51,0,0,1,1,0,0.0,1,0,4
72304,Michelle,0,0.9959999999999999,53,1,0,0,1,1,0.0,1,0,4
72305,Mason,1,0.6379999999999999,63,0,0,0,1,1,0.0,1,0,4
72306,Patti,0,0.6249999999999999,40,0,0,1,1,1,0.0,1,0,4
72307,Cyndi,0,0.15799999999999992,55,1,0,0,1,0,0.0,1,0,4
72308,Iris,0,0.7679999999999999,55,0,0,1,0,0,0.0,1,0,4
72309,Jayson,1,0.29599999999999993,43,1,1,1,0,0,0.0,1,0,4
72310,Hank,1,0.2589999999999999,19,1,1,1,1,1,0.0,1,0,4
72311,Rakesh,1,0.16299999999999992,31,0,1,0,0,1,0.0,1,0,4
72312,Terry,1,0.8779999999999999,21,0,0,1,1,1,0.0,1,0,4
72313,Debra,0,0.8359999999999999,48,0,1,0,0,1,0.0,1,0,4
72314,Rafaela,0,0.09999999999999987,49,0,1,1,1,1,0.0,1,0,4
72315,Nayeli,0,0.29599999999999993,29,1,1,0,1,0,0.0,1,0,4
72316,Noah,1,0.7599999999999999,61,1,1,0,1,0,0.0,1,0,4
72317,Lore,0,0.010999999999999899,30,0,1,1,1,0,0.0,1,0,4
72318,Gaby,0,0.7349999999999999,21,1,0,0,1,0,0.0,1,0,4
72319,Steven,1,0.9529999999999998,65,1,0,0,0,1,0.0,1,0,4
72320,Rodney,1,0.7189999999999999,50,1,1,1,0,0,0.0,1,0,4
72321,Francis,1,0.6949999999999998,51,0,0,0,0,1,0.0,1,0,4
72322,Jacqueline,0,0.8699999999999999,54,1,0,1,0,0,0.0,1,0,4
72323,Ajay,1,0.33099999999999985,27,0,1,1,0,1,0.0,1,0,4
72324,Reggie,1,0.5279999999999999,33,1,0,1,0,1,0.0,1,0,4
72325,Camille,0,0.5379999999999998,19,0,1,0,1,1,0.0,1,0,4
72326,Beatriz,0,0.7879999999999999,25,1,0,0,0,0,0.0,1,0,4
72327,Dinesh,1,0.05499999999999994,34,1,1,0,1,0,0.0,1,0,4
72328,Claude,1,0.24299999999999988,60,1,0,0,0,0,0.0,1,0,4
72329,Gordon,1,0.4949999999999999,32,1,1,0,0,0,0.0,1,0,4
72330,Fabio,1,0.3729999999999999,44,0,1,0,0,1,0.0,1,0,4
72331,Yamileth,0,0.06799999999999984,62,1,1,1,1,0,0.0,1,0,4
72332,Peter,1,0.9299999999999999,57,1,1,0,1,0,0.0,1,0,4
72333,Hunter,1,0.7299999999999999,60,0,0,1,0,1,0.0,1,0,4
72334,Fabian,1,0.6929999999999998,26,0,1,0,1,1,0.0,1,0,4
72335,Marcus,1,0.815,49,0,1,0,1,1,0.0,1,0,4
72336,Erick,1,0.827,63,1,1,1,0,0,0.0,1,0,4
72337,Hortencia,0,0.08799999999999986,20,0,1,1,1,1,0.0,1,0,4
72338,Sylvia,0,0.8109999999999999,41,0,0,1,1,0,0.0,1,0,4
72339,Melody,0,0.5539999999999998,39,1,1,1,1,1,0.0,1,0,4
72340,Itzel,0,0.19999999999999984,36,1,0,1,1,1,0.0,1,0,4
72341,Sophie,0,0.5979999999999999,18,0,0,1,1,1,0.0,1,0,4
72342,Nisha,0,0.16299999999999992,52,1,1,0,1,1,0.0,1,0,4
72343,Dom,1,0.11899999999999988,61,1,1,0,0,0,0.0,1,0,4
72344,Monique,0,0.7379999999999999,54,0,0,0,1,1,0.0,1,0,4
72345,Olga,0,0.8969999999999999,34,0,0,0,1,1,0.0,1,0,4
72346,Dylan,1,0.8359999999999999,65,0,1,0,0,1,0.0,1,0,4
72347,Esmeralda,0,0.7409999999999999,49,1,0,0,0,1,0.0,1,0,4
72348,Gigi,1,0.4909999999999999,49,0,0,1,1,0,0.0,1,0,4
72349,Clay,1,0.4819999999999999,33,1,0,0,0,1,0.0,1,0,4
72350,Claire,0,0.7359999999999999,64,0,0,0,1,1,0.0,1,0,4
72351,Janice,0,0.8099999999999998,38,0,1,0,1,1,0.0,1,0,4
72352,Emil,1,0.008999999999999897,42,1,1,0,0,1,0.0,1,0,4
72353,Hilario,1,0.23999999999999988,28,1,1,0,0,0,0.0,1,0,4
72354,Chantal,0,0.07299999999999984,65,0,1,0,1,1,0.0,1,0,4
72355,Gabriel,1,0.9099999999999999,31,0,1,1,1,1,0.0,1,0,4
72356,Devon,1,0.6599999999999999,57,0,1,1,1,1,0.0,1,0,4
72357,Gus,1,0.43799999999999994,59,1,0,0,0,1,0.0,1,0,4
72358,Jun,1,0.09799999999999986,64,0,1,0,0,0,0.0,1,0,4
72359,Jane,0,0.8669999999999999,21,0,1,0,1,1,0.0,1,0,4
72360,Debi,0,0.1389999999999999,21,0,1,1,1,0,0.0,1,0,4
72361,Miriam,0,0.8599999999999999,35,1,0,0,0,0,0.0,1,0,4
72362,Carlitos,1,0.17899999999999994,29,0,0,1,1,1,0.0,1,0,4
72363,Marilu,0,0.18799999999999994,55,1,0,0,0,0,0.0,1,0,4
72364,Saul,1,0.7779999999999999,48,1,0,0,0,1,0.0,1,0,4
72365,Selene,0,0.05399999999999994,23,1,1,0,1,0,0.0,1,0,4
72366,Vidal,1,0.1329999999999999,57,1,1,1,0,1,0.0,1,0,4
72367,Fredy,1,0.6559999999999999,20,1,1,1,0,0,0.0,1,0,4
72368,Dani,1,0.6579999999999999,26,1,0,1,1,0,0.0,1,0,4
72369,Ron,1,0.8589999999999999,31,0,1,1,0,1,0.0,1,0,4
72370,Karin,0,0.3869999999999999,30,0,0,1,1,1,0.0,1,0,4
72371,Noel,1,0.7069999999999999,37,0,1,1,0,1,0.0,1,0,4
72372,Carlo,1,0.3679999999999999,39,1,0,0,0,0,0.0,1,0,4
72373,Kris,1,0.7319999999999999,23,1,0,0,1,0,0.0,1,0,4
